"gID","number","vh","team","clock","action","text","vscore","hscore","url","timestamp"
"1747771",73,"V","BUF","76:59","CORNER","Corner kick [76:59].",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",74,"V","BUF","78:29","SHOT","Shot by BUF Camper, Katherine.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",75,"V","BUF","79:56","SHOT","Shot by BUF Wengender, Leah, top woodwork.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",76,"V","BUF","80:20","SUB","BUF substitution: Caridi, Taylor for Yurchak, Gianna.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",77,"H","AKR","82:04","FOUL","Foul on Clere, Hailey .",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",78,"V","BUF","82:27","SHOT","Shot by BUF Jandu, Gurjeena, out top.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",79,"V","BUF","82:43","SUB","BUF substitution: Barberic, Marcy for Judasz, Andrea.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",80,"V","BUF","82:43","SUB","BUF substitution: Walsh, Kaitlyn for Daly, Kara.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",81,"V","BUF","83:29","SHOT","Shot by BUF Wengender, Leah, bottom left, saved by Harper, Libby.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",82,"V","BUF","83:55","GOAL","GOAL by BUF Mandarano, Jennifer Assist by Wengender, Leah and Walsh, Kaitlyn.",1,1,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",83,"H","AKR","84:13","OFFSIDE","Offside against Akron.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",84,"H","AKR","84:50","FOUL","Foul on Amato, Ashley.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",85,"V","BUF","86:10","SHOT","Shot by BUF Barberic, Marcy, out top.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",86,"H","AKR","88:13","CORNER","Corner kick [88:13].",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",87,"V","BUF","89:25","SUB","BUF substitution: Ford, Tess for Jandu, Gurjeena.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",88,"V","BUF","89:25","SUB","BUF substitution: Yurchak, Gianna for Caridi, Taylor.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",91,"V","BUF","90:00","FOR","FOR BUF: , #1 Kelly, Emily, #2 VanCuyck, Adrianna, #14 Caridi, Taylor, #22 Ford, Tess, #11 Barberic, Marcy, #4 Walsh, Kaitlyn, #12 Camper, Katherine, #19 Mandarano, Jennifer, #16 Zoccali, Carley, #20 Callaghan, Hannah, #8 Wengender, Leah.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",92,"H","AKR","90:00","FOR","FOR AKR: , #1 Harper, Libby, #20 Bowers, Bailee, #4 Penton, Kayleigh, #5 Brown, Abigail, #6 Kale, Charley, #8 Amato, Ashley, #10 Pcholinsky, Carly , #14 Meany, Aislinn , #16 Clere, Hailey , #15 Alfery, Annamarie, #23 Watt, Ryley.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",93,"V","BUF","90:00","SUB","BUF substitution: Caridi, Taylor for Yurchak, Gianna.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",94,"H","AKR","90:20","FOUL","Foul on Amato, Ashley.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",95,"V","BUF","91:03","SHOT","Shot by BUF VanCuyck, Adrianna, out top.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",96,"H","AKR","92:42","SHOT","Shot by AKR Meany, Aislinn , out top right.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",97,"V","BUF","93:32","FOUL","Foul on Caridi, Taylor.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",98,"V","BUF","95:02","SHOT","Shot by BUF Wengender, Leah, bottom right, saved by Harper, Libby.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",99,"H","AKR","95:34","FOUL","Foul on Meany, Aislinn .",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",100,"H","AKR","96:18","YC","Yellow card on AKR Meany, Aislinn .",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",101,"H","AKR","97:50","SHOT","Shot by AKR Meany, Aislinn , out left.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",102,"H","AKR","99:07","CORNER","Corner kick [99:07].",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",105,"V","BUF","100:00","FOR","FOR BUF: , #1 Kelly, Emily, #2 VanCuyck, Adrianna, #14 Caridi, Taylor, #22 Ford, Tess, #11 Barberic, Marcy, #4 Walsh, Kaitlyn, #12 Camper, Katherine, #19 Mandarano, Jennifer, #16 Zoccali, Carley, #20 Callaghan, Hannah, #8 Wengender, Leah.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",106,"H","AKR","100:00","FOR","FOR AKR: , #1 Harper, Libby, #20 Bowers, Bailee, #4 Penton, Kayleigh, #5 Brown, Abigail, #6 Kale, Charley, #8 Amato, Ashley, #10 Pcholinsky, Carly , #14 Meany, Aislinn , #16 Clere, Hailey , #15 Alfery, Annamarie, #23 Watt, Ryley.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",107,"H","AKR","100:07","FOUL","Foul on Kale, Charley.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",108,"H","AKR","101:01","CORNER","Corner kick [101:01].",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",109,"H","AKR","101:39","SHOT","Shot by AKR Pcholinsky, Carly .",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",110,"V","BUF","102:58","SHOT","Shot by BUF Camper, Katherine, out top right.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",111,"V","BUF","103:20","SUB","BUF substitution: Judasz, Andrea for Walsh, Kaitlyn.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",112,"V","BUF","103:20","SUB","BUF substitution: Daly, Kara for Wengender, Leah.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",113,"V","BUF","107:06","SUB","BUF substitution: Wengender, Leah for Judasz, Andrea.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",114,"V","BUF","107:48","SHOT","Shot by BUF VanCuyck, Adrianna, bottom left, saved by Harper, Libby.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",115,"V","BUF","107:55","SHOT","Shot by BUF Barberic, Marcy, out top left.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",116,"H","AKR","108:09","SUB","AKR substitution: Ward, Sydney for Brown, Abigail.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747771",117,"H","AKR","108:54","SHOT","Shot by AKR Pcholinsky, Carly .",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/buffalo/wsoc/2019/20191104080117-44167.XML",NA
"1747773",0,"H","TOL","00:00","GOALIE","Brewer, Adrianna at goalie for Toledo",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",1,"V","BGSU","00:00","GOALIE","Duwve, Kathleen at goalie for Bowling Green",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",2,"V","BGSU","01:53","OFFSIDE","Offside against Bowling Green.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",3,"V","BGSU","05:13","CORNER","Corner kick [05:13].",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",4,"H","TOL","06:36","FOUL","Foul on Bauer, Lexa.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",5,"V","BGSU","07:09","SHOT","Shot by BGSU Kennedy, Maureen, bottom center, saved by Brewer, Adrianna.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",6,"V","BGSU","08:29","CORNER","Corner kick [08:29].",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",7,"V","BGSU","09:12","SHOT","Shot by BGSU Cox, Nikki, top, saved by Brewer, Adrianna.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",8,"H","TOL","09:44","FOUL","Foul on Toledo.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",9,"V","BGSU","10:12","SHOT","Shot by BGSU Washington, Chelsee, top right, saved by Brewer, Adrianna.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",10,"H","TOL","11:10","CORNER","Corner kick [11:10].",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",11,"V","BGSU","12:02","FOUL","Foul on Shea, Audrey.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",12,"H","TOL","13:03","FOUL","Foul on Lewis, Sophia.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",13,"V","BGSU","13:07","SUB","BGSU substitution: Kovar, Lena for Kennedy, Maureen.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",14,"H","TOL","16:00","SHOT","Shot by Toledo Lewis, Sophia, out top.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",15,"H","TOL","16:08","CORNER","Corner kick [16:08].",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",16,"H","TOL","16:59","FOUL","Foul on Bufe, Sheridan.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",17,"V","BGSU","17:59","FOUL","Foul on Washington, Chelsee.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",18,"H","TOL","18:28","FOUL","Foul on Lueck, Betsy.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",19,"V","BGSU","19:02","SHOT","Shot by BGSU Cox, Nikki, out left.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",20,"V","BGSU","19:36","SHOT","Shot by BGSU Allen, Sarah, out top.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",21,"H","TOL","20:54","SUB","Toledo substitution: Mancini, Anita for Troy, Alex.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",22,"V","BGSU","23:20","SHOT","Shot by BGSU Cox, Nikki, bottom center, saved by Brewer, Adrianna.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",23,"V","BGSU","23:53","SUB","BGSU substitution: Dijsselhof, Jasmijn for Barnes, Sophia.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",24,"V","BGSU","24:36","SHOT","Shot by BGSU Allen, Sarah, out top.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",25,"V","BGSU","24:45","CORNER","Corner kick [24:45].",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",26,"V","BGSU","26:49","SUB","BGSU substitution: Dolfuss, Hannah for Cox, Katie.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",27,"V","BGSU","28:21","SUB","BGSU substitution: White, Kennedy for Allen, Sarah.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",28,"V","BGSU","30:09","CORNER","Corner kick [30:09].",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",29,"H","TOL","30:35","SUB","Toledo substitution: Garcia, Ariana for Demboski, Abby.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",30,"V","BGSU","30:54","SHOT","Shot by BGSU Reuber, Mackenzie, out top.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",31,"V","BGSU","31:11","SUB","BGSU substitution: Linton, Ruby for Ortman, Makenzie.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",32,"V","BGSU","32:27","CORNER","Corner kick [32:27].",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",33,"H","TOL","33:16","SUB","Toledo substitution: Fowler, Josie for Lueck, Betsy.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",34,"H","TOL","33:16","SUB","Toledo substitution: Clark, Marcy for Currie, Stephanie.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",35,"H","TOL","33:16","SUB","Toledo substitution: Stonehouse, Brooke for Lewis, Sophia.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",36,"V","BGSU","34:00","SHOT","Shot by BGSU Washington, Chelsee, bottom center, saved by Brewer, Adrianna.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",37,"V","BGSU","35:36","FOUL","Foul on Linton, Ruby.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",38,"H","TOL","36:09","FOUL","Foul on Fowler, Josie.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",39,"V","BGSU","37:34","FOUL","Foul on Dolfuss, Hannah.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",40,"V","BGSU","38:15","SUB","BGSU substitution: Tveit, Kristin for Cox, Nikki.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",41,"V","BGSU","38:15","SUB","BGSU substitution: Spotts, Lynsey for Reuber, Mackenzie.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",42,"V","BGSU","41:25","SHOT","Shot by BGSU Dolfuss, Hannah, out top.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",43,"V","BGSU","42:27","SHOT","Shot by BGSU Linton, Ruby, bottom center, saved by Brewer, Adrianna.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",44,"V","BGSU","43:16","FOUL","Foul on Linton, Ruby.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",45,"V","BGSU","43:55","FOUL","Foul on Washington, Chelsee.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",46,"H","TOL","44:35","SHOT","Shot by Toledo Garcia, Ariana, out top.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",49,"V","BGSU","45:00","FOR","FOR BGSU: , #33 Duwve, Kathleen, #5 Jacob, Nikhita, #7 Washington, Chelsee, #20 Reuber, Mackenzie, #25 Ortman, Makenzie, #4 White, Kennedy, #2 Dijsselhof, Jasmijn, #8 Cox, Katie, #21 Shea, Audrey, #9 Cox, Nikki, #24 Kovar, Lena.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",50,"H","TOL","45:00","FOR","FOR Toledo: , #29 Brewer, Adrianna, #5 Bauer, Lexa, #9 Bufe, Sheridan, #11 Lueck, Betsy, #12 Topolewski, Rachelle, #23 Troy, Alex, #25 Demboski, Abby, #15 Cassel, Ashton, #28 Lewis, Sophia, #10 Garcia, Ariana, #14 Currie, Stephanie.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",51,"H","TOL","45:00","SUB","Toledo substitution: Lueck, Betsy for Fowler, Josie.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",52,"H","TOL","45:00","SUB","Toledo substitution: Troy, Alex for Cahalan, Claire.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",53,"H","TOL","45:00","SUB","Toledo substitution: Demboski, Abby for Clark, Marcy.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",54,"H","TOL","45:00","SUB","Toledo substitution: Lewis, Sophia for Mancini, Anita.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",55,"H","TOL","45:00","SUB","Toledo substitution: Currie, Stephanie for Stonehouse, Brooke.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",56,"V","BGSU","45:00","SUB","BGSU substitution: Reuber, Mackenzie for Dolfuss, Hannah.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",57,"V","BGSU","45:00","SUB","BGSU substitution: Ortman, Makenzie for Tveit, Kristin.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",58,"V","BGSU","45:00","SUB","BGSU substitution: Cox, Katie for Spotts, Lynsey.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",59,"V","BGSU","45:00","SUB","BGSU substitution: Cox, Nikki for Linton, Ruby.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",60,"V","BGSU","45:43","GOAL","GOAL by BGSU Washington, Chelsee.",1,0,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",61,"H","TOL","48:18","FOUL","Foul on Cassel, Ashton.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",62,"H","TOL","50:01","SUB","Toledo substitution: Mancini, Anita for Cassel, Ashton.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",63,"H","TOL","53:46","SHOT","Shot by Toledo Mancini, Anita.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",64,"V","BGSU",NA,"FOUL","Foul on Reuber, Mackenzie",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",65,"H","TOL","53:56","PENSHOT","Toledo Abby Demboski PENALTY KICK GOAL.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",66,"H","TOL","53:56","SUB","Toledo substitution: Cahalan, Claire for Demboski, Abby.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",67,"V","BGSU","53:56","SHOT","Shot by BGSU White, Kennedy, out top right.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",68,"V","BGSU","56:48","SHOT","Shot by BGSU White, Kennedy, out right.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",69,"V","BGSU","57:55","SHOT","Shot by BGSU Ortman, Makenzie, bottom center, saved by Brewer, Adrianna.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",70,"H","TOL","59:17","SUB","Toledo substitution: Clark, Marcy for Lueck, Betsy.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",71,"H","TOL","59:17","SUB","Toledo substitution: Cassel, Ashton for Lewis, Sophia.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",72,"H","TOL","60:18","FOUL","Foul on Clark, Marcy.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",73,"V","BGSU","61:00","FOUL","Foul on Shea, Audrey.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",74,"V","BGSU","61:19","FOUL","Foul on Washington, Chelsee.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",75,"H","TOL","61:50","SHOT","Shot by Toledo Cassel, Ashton.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",76,"H","TOL","62:40","SUB","Toledo substitution: Stonehouse, Brooke for Troy, Alex.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",77,"V","BGSU","62:40","SUB","BGSU substitution: Spotts, Lynsey for Dijsselhof, Jasmijn.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",78,"V","BGSU","62:40","SUB","BGSU substitution: Barnes, Sophia for Cox, Nikki.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",79,"V","BGSU","63:23","SUB","BGSU substitution: Tveit, Kristin for Reuber, Mackenzie.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",80,"V","BGSU","63:48","FOUL","Foul on Cox, Katie.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
"1747773",81,"H","TOL","64:18","SHOT","Shot by Toledo Mancini, Anita, out top.",NA,NA,"http://bgsufalcons.com.s3.amazonaws.com/stats/wsoc/2019/20191031090004-UT1298999.xml",NA
